lemma,n_instances,n_paragraphs,tfidf_rank,example_forms,example_para_ids,enrichment_score,in_current_seeds,keep
esteticista,1,1,6955,malditismo esteticista,,2.263,False,
progresismo,1,1,6957,progresismo,,2.263,False,
gesticulacion,1,1,6956,gesticulación mimética,,2.263,False,
metalurgico,1,1,5685,metalúrgico,,2.263,False,
bailongo,1,1,7713,bailongo,,2.263,False,
pista,1,1,7720,pista de baile,,2.263,False,
novedoso,1,1,6706,lo novedoso,,2.263,False,
chamames,1,1,7714,chamamés,,2.263,False,
impropio,1,1,5916,nombre impropio,,2.263,False,
disperso,1,1,5915,miembros dispersos,,2.263,False,
coherente,1,1,6334,relaciones coherentes,,4.461,False,
caballeidad,1,1,6333,caballeidad,,4.461,False,
impenetrabilidad,1,1,4136,impenetrabilidad,,2.263,False,
valseado,1,1,7726,valseado,,2.263,False,
riberar,1,1,7723,ribera,,2.263,False,
pajonal,1,1,7719,pajonales,,2.263,False,
juncal,1,1,7716,juncales,,2.263,False,
tinglado,1,1,7725,tinglado,,2.263,False,
machetir,1,1,7717,machete,,2.263,False,
moscatel,1,1,7718,uva moscatel,,2.263,False,
pulpa,1,1,7721,pulpa,,2.263,False,
semilla,1,1,7724,semillas,,2.263,False,
espantapajaro,1,1,7715,espantapájaros,,2.263,False,
avance,1,1,4874,avance,,2.263,False,
configuracion,1,1,6655,configuración heterogénea,,2.263,False,
progresion,1,1,6435,progresión,,2.263,False,
megafono,1,1,5154,megáfono,,2.263,False,
remate,1,1,6490,remate,,2.263,False,
rematador,1,1,6489,rematador,,2.263,False,
faso,1,1,6484,fasos,,2.263,False,
puchito,1,1,6487,puchito,,2.263,False,
pucho,1,1,6488,pucho,,2.263,False,
paquetir,1,1,6485,paquete,,2.263,False,
tagarnin,1,1,6491,tagarnina,,2.263,False,
fasito,1,1,6483,fasito,,2.263,False,
pibir,1,1,6486,pibe,,2.263,False,
martillero,1,1,4093,martillero,,2.263,False,
tridimensional,1,1,4036,manchas tridimensionales,,2.263,False,
remolcador,1,1,7722,remolcador pirata,,2.263,False,
entrepiernar,1,1,6288,entrepierna,,2.263,False,
metropolitano,1,1,4035,mancha metropolitana,,2.263,False,
invernadero,1,1,5887,invernadero,,2.263,False,
boyita,1,1,5885,boyita,,2.263,False,
canaleta,1,1,5886,canaletas,,2.263,False,
semaforo,1,1,5888,semáforo,,2.263,False,
boyar,1,1,5884,boya,,2.263,False,
zorra,1,1,6974,zorra,,2.263,False,
percha,1,1,6971,perchas,,2.263,False,
correaje,1,1,6969,correaje,,2.263,False,
vison,1,1,6973,visones,,2.263,False,
nutrio,1,1,6970,nutria,,2.263,False,
saten,1,1,6972,satén,,2.263,False,
pastelero,1,1,6636,crema pastelera,,2.263,False,
victrola,1,1,4372,victrola,,2.263,False,
pasto,1,1,5155,pasto civilizado,,2.263,False,
bisagra,1,1,6635,bisagras,,2.263,False,
protension,1,1,7331,protensiones,,2.263,False,
sofistica,1,1,7332,sofísticas,,2.263,False,
pesimista,1,1,3753,sistemas pesimistas,,2.263,False,
discordante,1,1,6180,tiempo discordante,,2.263,False,
bergsonian,1,1,4429,memoria bergsoniana,,2.263,False,
terron,1,1,6637,terrón de azúcar,,2.263,False,
cabrar,1,1,4234,cabra doble pelo,,2.263,False,
maquillaje,1,1,4235,maquillaje,,2.263,False,
pancarta,1,1,4611,pancartas,,2.263,False,
misogino,1,1,4610,misógino,,2.263,False,
engranaje,1,1,6889,engranajes,,2.263,False,
alquimia,1,1,6888,alquimia,,2.263,False,
quimser,1,1,6892,quimera,,2.263,False,
humedad,1,1,6890,humedad,,2.263,False,
polvillo,1,1,6891,polvillo,,2.263,False,
codificada,1,1,5051,palabras codificadas,,2.263,False,
pluscuamperfecto,1,1,5874,pluscuamperfecto,,2.263,False,
implicacion,1,1,7330,implicación contradictoria,,2.263,False,
barbarismo,1,1,6372,barbarismo,,2.263,False,
marquesin,1,1,6089,marquesina,,2.263,False,
petalo,1,1,6090,pétalos,,2.263,False,
vestal,1,1,6092,vestales,,2.263,False,
resin,1,1,6091,resina,,2.263,False,
maquillado,1,1,6088,maquillada,,2.263,False,
reja,1,1,6864,rejas,,2.263,False,
custodio,1,1,6862,custodios,,2.263,False,
peletero,1,1,6863,peletero,,2.263,False,
chef,1,1,6861,chef,,2.263,False,
chocolate,1,1,6828,chocolate,,2.263,False,
lacre,1,1,6829,lacre,,2.263,False,
alfombrar,1,1,6634,alfombra,,2.263,False,
purismo,1,1,6374,purismo idiomático,,2.263,False,
retraduccion,1,1,4697,retraducción,,2.263,False,
bruto,1,1,4696,palabra en bruto,,2.263,False,
frankestein,1,1,5485,frankestein,,2.263,False,
cirugia,1,1,3675,cirugía,,2.263,False,
vedette,1,1,6066,vedette,,2.263,False,
casquete,1,1,6064,casquete,,2.263,False,
servilleto,1,1,6065,servilleta,,2.263,False,
acuarela,1,1,6063,acuarela,,2.263,False,
relojeer,1,1,3744,relojería,,2.263,False,
musico,1,1,3743,músico,,2.263,False,
suspirar,1,1,5488,suspirar,,2.263,False,
menina,1,1,7454,meninas,,2.263,False,
jarra,1,1,7453,jarras de peltre,,2.263,False,
pocillo,1,1,6289,pocillo,,2.263,False,
codificado,1,1,5472,orden codificado,,2.263,False,
peltre,1,1,7455,jarras de peltre,,2.263,False,
abanico,1,1,7452,abanicos de plumas,,2.263,False,
rococar,1,1,7456,rococó,,2.263,False,
frivolo,1,1,5463,mujer frívola,,2.263,False,
servidoro,1,1,5464,polaca servidora,,2.263,False,
asilo,1,1,6933,asilo,,2.263,False,
leyendo,1,1,6935,leyenda egipcia,,2.263,False,
egipcia,1,1,6934,leyenda egipcia,,2.263,False,
ofensar,1,1,6936,ofensa,,2.263,False,
descabezado,1,1,5687,reina descabezada,,2.263,False,
hombrera,1,1,5688,hombreras,,2.263,False,
sastre,1,1,5689,traje sastre,,2.263,False,
bambalina,1,1,5686,bambalinas,,2.263,False,
relojero,1,1,5487,relojero,,2.263,False,
pelucar,1,1,5486,peluca dorada,,2.263,False,
academicismo,1,1,6371,academicismo,,2.263,False,
invitado,1,1,7187,invitados,,2.263,False,
estribil el,1,1,,estribillos,,2.263,False,
ajuar,1,1,7184,ajuar,,2.263,False,
pulsera,1,1,5483,reloj de pulsera,,2.263,False,
postizo,1,1,5482,postizos,,2.263,False,
peineta,1,1,5481,peinetas de carey,,2.263,False,
carey,1,1,5480,peinetas de carey,,2.263,False,
bananita,1,1,5479,bananitas,,2.263,False,
tacon,1,1,3766,tacón,,2.263,False,
dibujo,1,1,4644,dibujo,,2.263,False,
trasluz,1,1,4645,trasluz,,2.263,False,
filamento,1,1,7590,filamento,,2.263,False,
rodillo,1,1,7595,rodillo,,2.263,False,
inconclusa,1,1,7592,frases inconclusas,,2.263,False,
papelito,1,1,7593,papelitos,,2.263,False,
parafinado,1,1,7594,parafinado,,2.263,False,
locucion,1,1,5580,locuciones,,2.263,False,
sabor,1,1,4971,sabor arcaico,,2.263,False,
arcaico,1,1,4970,sabor arcaico,,2.263,False,
inventado,1,1,4967,palabras inventadas,,2.263,False,
equivalente,1,1,4966,equivalente lingüístico,,2.263,False,
perifrastica,1,1,6373,soluciones perifrásticas,,2.263,False,
apacible,1,1,6876,existencia apacible,,2.263,False,
comineria,2,1,6877,cominerías estéticas; cominerías intelectuales,,2.263,False,
gomita,1,1,7591,gomitas,,2.263,False,
yeguar,1,1,7597,yegua,,2.263,False,
cocodrilo,1,1,5693,cocodrilo,,2.263,False,
cuadrant,1,1,5694,cuadrantes,,2.263,False,
modistilla,1,1,5538,modistilla,,2.263,False,
aristocrato,1,1,5536,aristócrata,,2.263,False,
espia,1,1,5537,espía,,2.263,False,
soleado,1,1,7188,soleada mañana de otoño,,2.263,False,
glutea,1,1,8040,glúteas de dominio,,2.263,False,
desazon,1,1,7185,desazón,,2.263,False,
actorcito,1,1,6136,actorcito,,2.263,False,
salmon,1,1,6139,salmón ahumado,,2.263,False,
ahumado,1,1,6137,salmón ahumado,,2.263,False,
postre,1,1,6138,postres,,2.263,False,
sobremes,1,1,6140,sobremesa,,2.263,False,
hilera,1,1,3785,hilera blanca,,2.263,False,
diseno,1,1,6700,diseño multifacético,,2.263,False,
multifacetico,1,1,6701,diseño multifacético,,2.263,False,
vaho,1,1,6703,vaho rosado,,2.263,False,
rosado,1,1,6702,vaho rosado,,2.263,False,
cajar,1,1,3475,caja,,2.263,False,
quimico,1,1,6001,químico,,2.263,False,
teclado,1,1,7596,sonido del teclado,,2.263,False,
estetoscopio,1,1,7589,estetoscopio,,2.263,False,
sacerdotal,1,1,8051,armas sacerdotales,,2.263,False,
vulva,1,1,8052,vulva,,2.263,False,
elixir,1,1,6000,elixir,,2.263,False,
ponche,1,1,5048,ponche,,2.263,False,
porron,1,1,5049,porrón,,2.263,False,
lavandera,1,1,5047,lavandera,,2.263,False,
temperado,1,1,4576,clave bien temperado,,2.263,False,
porcelana,1,1,4575,doncellas de porcelana,,2.263,False,
fumar,1,1,5351,placer de fumar,,2.263,False,
procreacion,1,1,7629,procreación,,2.263,False,
heterosexualidad,1,1,7628,heterosexualidad,,2.263,False,
dividual,1,1,3031,destino dividual,,2.263,False,
plin,1,1,2866,plin,,2.263,False,
onomatopeya,1,1,4942,onomatopeyas,,2.263,False,
puterio,1,1,8048,puterío endogámico,,2.263,False,
endogamico,1,1,8037,puterío endogámico,,2.263,False,
esfinter,1,1,8038,esfínteres,,2.263,False,
apoyo,1,1,3040,apoyo,,2.263,False,
gauchado,1,1,5478,gauchada,,2.263,False,
criol el,1,1,,criollos,,2.263,False,
pedanteria,1,1,8046,pedantería de la cátedra,,2.263,False,
franciscan,1,1,8039,transparencia franciscana,,2.263,False,
resucitar,1,1,8049,arte de resucitar,,2.263,False,
cundir,1,1,8034,afán de cundir,,2.263,False,
mangrullo,1,1,8044,estética de mangrullo,,2.263,False,
boligrafo,1,1,8030,bolígrafo húngaro,,2.263,False,
hungaro,1,1,8041,bolígrafo húngaro,,2.263,False,
cuadridulado,1,1,8033,papel cuadridulado,,2.263,False,
boliviano,1,1,8031,obrero boliviano,,2.263,False,
reticula,1,1,8050,retícula divisoria,,2.263,False,
celdo,1,1,8032,celda,,2.263,False,
bolcheviqu,1,1,8029,almas bolcheviques,,2.263,False,
armonizacion,1,1,7360,armonización,,2.263,False,
descubrimiento,1,1,6007,descubrimientos,,2.263,False,
intelectualista,1,1,6008,intelectualista,,2.263,False,
psicosis,1,1,8047,psicosis de los pájaros,,2.263,False,
delator,1,1,8036,delator,,2.263,False,
parricidiir,1,1,8045,parricidio,,2.263,False,
sumar,1,1,6987,suma,,2.263,False,
acero,1,1,6982,acero,,2.263,False,
fraguar,1,1,6985,fragua,,2.263,False,
andamio,1,1,6984,andamio,,2.263,False,
albanil,1,1,6983,albañil,,2.263,False,
rubi,1,1,6986,rubí,,2.263,False,
plantigrado,1,1,4642,plantígrado,,2.263,False,
oso,1,1,4641,oso hormiguero,,2.263,False,
cocainomano,1,1,4640,cocainómano,,2.263,False,
intestinal,1,1,8042,intestinal serpiente,,2.263,False,
subcultura,1,1,6179,subcultura,,2.263,False,
freudismo,1,1,6177,freudismo,,2.263,False,
inconformidad,1,1,7361,inconformidad,,2.263,False,
libelo,1,1,4635,libelo político,,2.263,False,
prefacio,1,1,4636,prefacios,,2.263,False,
mareo,1,1,3963,mareos,,2.263,False,
envejecimiento,1,1,4685,envejecimiento,,2.263,False,
oxido,1,1,6458,óxido verde,,2.263,False,
nariz,1,1,6457,nariz,,2.263,False,
gramilla,1,1,6456,gramilla,,2.263,False,
picardia,1,1,3576,picardía,,2.263,False,
desperezo,1,1,3542,desperezo,,2.263,False,
glotoneer,1,1,3687,glotonería,,2.263,False,
estimulo,1,1,3413,estímulo verdadero,,2.263,False,
dekabrista,1,1,8035,dekabrista,,2.263,False,
letrin,1,1,8043,letrina,,2.263,False,
formar,1,1,3109,Forma,,2.263,False,
inmadurizacion,1,1,6382,mutua inmadurización,,2.263,False,
panadera,1,1,6791,hijos de panaderas,,2.263,False,
tribu,1,1,6793,tribus segregadas,,2.263,False,
segregado,1,1,6792,tribus segregadas,,2.263,False,
garabato,1,1,6814,garabatos,,2.263,False,
esponja,1,1,6813,esponja,,2.263,False,
polilla,1,1,6815,polillas,,2.263,False,
vientrar,1,1,6817,vientre universal,,2.263,False,
telgopor,1,1,6816,telgopor,,2.263,False,
culposo,1,1,6053,goce culposo,,2.263,False,
antagonir,1,1,6052,antagonía,,2.263,False,
tripa,1,1,6056,tripas,,2.263,False,
glandula,1,1,6054,glándulas,,2.263,False,
vampiro,1,1,5186,vampiros,,2.263,False,
indolenciar,1,1,6178,indolencia,,2.263,False,
puta,1,1,4672,putas malas,,2.263,False,
suspiro,1,1,6055,suspiros,,2.263,False,
gargagir,1,1,3883,gargajo,,2.263,False,
tejedoro,1,1,5321,araña tejedora,,2.263,False,
var,1,1,5322,vara,,2.263,False,
violeta,1,1,5774,luna violeta,,2.263,False,
polar,1,1,5773,sol polar,,2.263,False,
implosion,1,1,2984,implosión,,2.263,False,
paralizar,1,1,3369,paralizar,,2.263,False,
estandarte,1,1,4653,estandarte,,2.263,False,
desheredacion,1,1,4652,desheredación,,2.263,False,
descastado,1,1,4916,descastada,,2.263,False,
novia,1,1,4917,novia,,2.263,False,
arrogancia,1,1,4915,arrogancia,,2.263,False,
precipicio,1,1,3414,precipicio,,2.263,False,
estatuilla,1,1,6790,estatuilla blanca,,2.263,False,
agradecimiento,1,1,4884,agradecimiento,,4.461,False,
bohemia,1,1,5726,bohemia,,2.263,False,
infantilismo,1,1,5727,infantilismo,,2.263,False,
hiperbolizacion,1,1,6046,hiperbolización,,2.263,False,
prestidigitacion,1,1,6047,prestidigitación,,2.263,False,
polvaredo,1,1,3982,polvareda,,2.263,False,
alcantarilla,1,1,3944,alcantarilla,,2.263,False,
rata,1,1,3945,ratas,,2.263,False,
monotonizacion,1,1,4284,monotonización,,2.263,False,
retroletra,1,1,4285,retroletras,,2.263,False,
cartilago,1,1,5640,cartílagos,,2.263,False,
lloro,1,1,5642,lloros,,2.263,False,
temblequeant,1,1,5645,besos temblequeantes,,2.263,False,
manta,1,1,5643,mantas enlechadas,,2.263,False,
enlechada,1,1,5641,mantas enlechadas,,2.263,False,
patriota,1,1,5644,patriotas,,2.263,False,
desborde,1,1,6900,desborde imaginativo,,2.263,False,
imaginativo,1,1,6901,desborde imaginativo,,2.263,False,
superlativo,1,1,6902,exageración superlativa,,2.263,False,
credulidad,1,1,5789,credulidad,,2.263,False,
correlacion,1,1,4715,correlación,,2.263,False,
lagana,1,1,5753,lagañas,,2.263,False,
coleccionista,1,1,5750,coleccionistas de ceremonias,,2.263,False,
simio,1,1,5754,simios,,2.263,False,
dudar,1,1,5751,dudar,,2.263,False,
durar,1,1,5752,durar,,2.263,False,
perdedor,1,1,3365,perdedora,,2.263,False,
adiestramiento,1,1,3364,adiestramiento,,2.263,False,
biselado,1,1,3849,biselado,,2.263,False,
campanario,1,1,4125,campanario,,2.263,False,
enano,1,1,5362,enanos de la mente,,2.263,False,
posterior,1,1,5725,edición posterior,,4.461,False,
chillido,1,1,6038,chillidos,,2.263,False,
nimiir,1,1,7094,lo nimio,,2.263,False,
clasificable,1,1,7093,clasificable,,2.263,False,
plasma,1,1,3282,plasma,,2.263,False,
latex,1,1,7200,latex,,2.263,False,
vena,1,1,7201,venas azules,,2.263,False,
colchon,1,1,7199,colchón,,2.263,False,
charco,1,1,7198,charco,,2.263,False,
botita,1,1,4658,botitas de piel de conejo,,2.263,False,
senoritar,1,1,3784,señorita,,2.263,False,
panuelo,1,1,6682,pañuelo,,2.263,False,
abuela,1,1,6679,abuela,,2.263,False,
naranjado,1,1,6681,naranjada,,2.263,False,
pebet,1,1,6683,pebetes,,2.263,False,
mala,1,1,4671,putas malas,,2.263,False,
insolvente,1,1,4670,bestias insolventes,,2.263,False,
despejado,1,1,5294,cabeza despejada,,2.263,False,
presagio,1,1,3520,presagios,,2.263,False,
bondiolar,1,1,6680,bondiola,,2.263,False,
vacar,1,1,4450,vaca,,2.263,False,
potrero,1,1,4449,potrero,,2.263,False,
varonera,1,1,3885,varonera,,2.263,False,
delicadeza,1,1,3884,delicadeza,,2.263,False,
descascarada,1,1,7052,paredes descascaradas,,2.263,False,
colcha,1,1,7051,colchas de retazos,,2.263,False,
retazo,1,1,7055,colchas de retazos,,2.263,False,
toalla,1,1,7056,toalla,,2.263,False,
jabon,1,1,7054,jabón,,2.263,False,
higienico,1,1,7053,papel higiénico,,2.263,False,
pastoral,1,1,6273,Sinfonía pastoral,,2.263,False,
prestancio,1,1,3156,prestancia,,2.263,False,
munon,1,1,6039,muñones,,2.263,False,
trasvasamiento,1,1,7431,trasvasamiento,,4.461,False,
avanzado,1,1,7609,grupos avanzados,,2.263,False,
newtonian,1,1,7611,física newtoniana,,2.263,False,
antimaterio,1,1,7608,antimateria,,2.263,False,
freudiana,1,1,7610,teorías freudianas,,2.263,False,
aureola,1,1,4857,aureola bastarda,,2.263,False,
bastardo,1,1,4858,aureola bastarda,,2.263,False,
furia,1,1,4859,ruido y la furia,,2.263,False,
carnicerir,1,1,3593,carnicero,,2.263,False,
basquet,1,1,5110,basquet,,2.263,False,
orinar,1,1,5111,orina,,2.263,False,
vaquero,1,1,6102,vaquero,,2.263,False,
cosaco,1,1,6099,cosaco,,2.263,False,
gitano,1,1,6101,gitano,,2.263,False,
cangaceiro,1,1,6098,cangaceiro,,2.263,False,
esquimal,1,1,6100,esquimal,,2.263,False,
orbe,1,1,4515,orbe extratextual,,2.263,False,
demoniacir,1,1,6408,lo demoníaco,,2.263,False,
soga,1,1,5620,soga,,2.263,False,
estatura,1,1,4512,estatura,,2.263,False,
fatidico,1,1,4266,alas fatídicas,,2.263,False,
pagoda,1,1,4765,pagodas,,2.263,False,
samurai,1,1,4766,samurais,,2.263,False,
harakiri,1,1,4197,harakiri,,2.263,False,
entreacto,1,1,5367,entreacto,,2.263,False,
sesion,1,1,5368,sesión,,2.263,False,
shock,1,1,5078,shock,,2.263,False,
liso,1,1,5234,materia lisa,,2.263,False,
opcion,1,1,5666,opción política,,2.263,False,
tocadisco,1,1,3540,tocadiscos,,2.263,False,
teosofica,1,1,6673,explicaciones teosóficas,,4.461,False,
inusitado,1,1,7430,hecho inusitado,,4.461,False,
supercheer,1,1,7881,superchería,,2.263,False,
aceptado,1,1,7878,aceptado socioculturalmente,,2.263,False,
confesado,1,1,5138,asesinato confesado del cine,,2.263,False,
parecer,1,1,7847,ser y el parecer,,2.263,False,
aparencial,1,1,7843,mundo aparencial,,2.263,False,
hiperrealista,1,1,7845,estética hiperrealista,,2.263,False,
autodiegetico,1,1,7844,narrador autodiegético,,2.263,False,
indigena,1,1,7846,costumbres indígenas,,2.263,False,
deformante,1,1,7500,espejo deformante,,2.263,False,
nonsensir,1,1,7501,nonsense,,2.263,False,
postmoderno,1,1,7503,gesto postmoderno,,2.263,False,
tejano,1,1,5621,sombrero tejano,,2.263,False,
revolver,1,1,5619,revólveres,,2.263,False,
extrinseca,1,1,7527,entidades extrínsecas,,2.263,False,
intrinseco,1,1,7528,consideraciones intrínsecas,,2.263,False,
conflictual,1,1,7526,hechos conflictuales,,2.263,False,
estilizacion,1,1,7107,estilización paródica,,2.263,False,
tipologia,1,1,4532,tipología de la literatura fantástica,,2.263,False,
subgenero,1,1,4443,subgénero,,2.263,False,
comercializacion,1,1,4442,comercialización,,2.263,False,
somnolencia,1,1,4453,somnolencia,,2.263,False,
generador,1,1,6774,núcleo generador,,2.263,False,
tangible,1,1,6775,realidad tangible,,2.263,False,
superestrato,1,1,7620,sustrato y superestrato,,2.263,False,
inexactitud,1,1,5262,inexactitud,,2.263,False,
script,1,1,3974,script,,2.263,False,
parametro,1,1,5398,parámetros,,2.263,False,
presentar,1,1,2850,modos de presentar,,2.263,False,
conflictivo,1,1,5001,conflictiva,,2.263,False,
voyeurismo,1,1,6608,voyeurismo,,2.263,False,
parapsiquico,2,1,7879,orden sobrenatural y parapsíquico; parapsíquico,,2.263,False,
representado,1,1,7880,narrador representado,,2.263,False,
masoquismo,1,1,6606,masoquismo,,2.263,False,
circundante,1,1,6605,espacio circundante,,2.263,False,
transnarrativo,1,1,7255,tensión transnarrativa,,2.263,False,
labor,1,1,6910,labor inhumana,,4.461,False,
inhumana,1,1,6909,labor inhumana,,4.461,False,
argucia,1,1,6906,argucias literarias,,4.461,False,
pormenor,1,1,6911,pormenores caprichosos,,4.461,False,
distintivo,1,1,6908,rasgos distintivos,,4.461,False,
biografema,1,1,6907,biografemas,,4.461,False,
telepatico,1,1,6323,poderes telepáticos,,2.263,False,
calvinismo,1,1,6322,calvinismo,,2.263,False,
iconoclasta,1,1,7958,iconoclastas,,2.263,False,
anacronismos,1,1,7952,anacronismos,,2.263,False,
intrincado,1,1,7959,textos intrincados,,2.263,False,
elusivo,1,1,7954,textos elusivos,,2.263,False,
postmodernidad,1,1,7502,postmodernidad,,2.263,False,
folletinesco,1,1,7473,personaje folletinesco,,4.461,False,
anterior,1,1,7953,modelos anteriores,,2.263,False,
moralizante,1,1,7960,parsimonia moralizante,,2.263,False,
hazana,1,1,7957,hazañas teatrales,,2.263,False,
estrabismo,1,1,7955,estrabismo,,2.263,False,
farsa,1,1,7956,farsas,,2.263,False,
tapa,1,1,6394,tapas,,2.263,False,
cliches,2,1,6953,clichés lingüísticos; clichés literarios,,2.263,False,
sexualidad,1,1,6954,sexualidad,,2.263,False,
hermanastro,1,1,6773,hermanastros,,4.461,False,
fingida,1,1,6772,paternidades fingidas,,4.461,False,
protorracional,1,1,7065,prácticas protorracionales,,2.263,False,
consuetudinario,1,1,4704,apócrifo consuetudinario,,2.263,False,
reciprocidad,1,1,4705,reciprocidad,,2.263,False,
video,1,1,6674,video,,2.263,False,
sadico,1,1,6607,ironía sádica,,2.263,False,
parapsicologico,1,1,7064,curas parapsicológicas,,2.263,False,
pulsion,1,1,7264,pulsión agresiva,,2.263,False,
agresivo,1,1,7263,pulsión agresiva,,2.263,False,
sexualizacion,1,1,7265,sexualización,,2.263,False,
fading,1,1,6662,fading de la representación,,2.263,False,
diacronir,1,1,7623,diacronía,,2.263,False,
habitat,1,1,7624,hábitat de la masa,,2.263,False,
ingreso,1,1,6127,ingreso,,4.461,False,
descompuesta,1,1,5363,descompuesta,,2.263,False,
mediatizar,1,1,5364,mediatizada,,2.263,False,
filtracion,1,1,5353,filtración de otras voces,,2.263,False,
lechuzon,1,1,7426,lechuzones,,2.263,False,
efimero,1,1,7425,sonrisa efímera,,2.263,False,
bandoneon,1,1,7424,bandoneones,,2.263,False,
superhombre,1,1,7474,superhombre,,4.461,False,
condir,1,1,7472,conde de Montecristo,,4.461,False,
hiancia,1,1,6439,hiancia,,2.263,False,
frustracion,1,1,6438,frustración de los espectadores,,2.263,False,
bazinian,1,1,7252,distinción baziniana,,2.263,False,
cinematografo,1,1,7253,cinematógrafo,,2.263,False,
lagunar,1,1,7254,escenografía lagunar,,2.263,False,
semiotica,1,1,7477,códigos de la semiótica narrativa,,4.461,False,
formalizacion,1,1,7475,formalización,,4.461,False,
ideologizacion,1,1,6621,ideologización,,4.461,False,
autoral,1,1,6620,dictadura autoral,,4.461,False,
operocentrismo,1,1,6622,operocentrismo,,4.461,False,
autobiografia,1,1,6995,autobiografía de lecturas,,4.461,False,
ostranenie,1,1,6360,ostranenie,,2.263,False,
brechtiano,1,1,6358,distanciamiento brechtiano,,2.263,False,
objetivismo,1,1,6359,objetivismo cientificista,,2.263,False,
creativir,1,1,7584,creative misreading,,4.461,False,
misreading,1,1,7586,creative misreading,,4.461,False,
trunco,1,1,7627,miembros truncos,,2.263,False,
despedazamiento,1,1,7622,despedazamiento de figuras,,2.263,False,
cosmologizar,1,1,7003,cosmologizar,,2.263,False,
blanchotiano,1,1,6235,silencio blanchotiano,,4.461,False,
inmundo,1,1,6236,carácter inmundo,,4.461,False,
transtextualidad,1,1,6237,transtextualidad,,4.461,False,
omitibl,1,1,7396,detalles omitibles,,2.263,False,
vacancia,1,1,7397,vacancia,,2.263,False,
vagancia,1,1,7398,vagancia,,2.263,False,
enmarcado,1,1,4923,relato enmarcado,,2.263,False,
simular,1,1,4991,simulaba escribir,,2.263,False,
enganar,1,1,4989,engañar,,2.263,False,
irrepetible,1,1,4267,irrepetible,,4.461,False,
inmanencia,1,1,7476,inmanencia del texto,,4.461,False,
direccion,1,1,6437,dirección de la mirada,,2.263,False,
contracampo,1,1,6436,contracampo,,2.263,False,
euclidian,1,1,6728,óptica geométrica euclidiana,,2.263,False,
sistematizacion,1,1,6729,sistematización,,2.263,False,
perspectivo,1,1,5865,construcción perspectiva,,2.263,False,
irrepresentado,1,1,6174,irrepresentado,,2.263,False,
irrepresentable,1,1,6173,irrepresentable,,2.263,False,
minucioso,1,1,7600,características minuciosas,,2.263,False,
detectivar,1,1,7599,detective,,2.263,False,
prehistoria,1,1,7601,prehistoria del ensayo,,2.263,False,
cazador,1,1,7598,sociedades de cazadores,,2.263,False,
comprobacion,1,1,5325,rigor de comprobación,,2.263,False,
barthesiano,1,1,7448,detalle barthesiano,,4.461,False,
una,1,1,7451,estructura de las uñas,,4.461,False,
deslectura,1,1,7585,deslectura creativa,,4.461,False,
desencuadr,1,1,7621,desencuadres,,2.263,False,
interrumpido,1,1,7626,narración interrumpida,,2.263,False,
insolito,1,1,7625,ángulos insólitos,,2.263,False,
iluminacion,1,1,6689,iluminación,,2.263,False,
horizontalidad,1,1,5573,horizontalidad,,2.263,False,
anticinematografico,1,1,5571,condensación anticinematográfica,,2.263,False,
melancolico,1,1,5574,visión melancólica,,2.263,False,
costumbrismo,1,1,5572,costumbrismo,,2.263,False,
desestabilizacion,1,1,7103,desestabilización,,2.263,False,
psiquiatrico,1,1,7126,biografía psiquiátrica,,4.461,False,
encantado,2,1,7182,subterráneo encantado; castillo encantado,,4.461,False,
califa,1,1,7181,califa,,4.461,False,
teologica,1,1,7183,disputas teológicas,,4.461,False,
siniestrir,1,1,5827,lo siniestro,,4.461,False,
uncanny,1,1,5829,epíteto uncanny,,4.461,False,
traducibilidad,1,1,5828,sentimiento de traducibilidad,,4.461,False,
escenificacion,1,1,5373,escenificación oriental,,2.263,False,
espiar,1,1,4990,espiar,,2.263,False,
tic,1,1,5004,tic,,2.263,False,
interlocucion,1,1,6732,interlocución,,2.263,False,
dramatismo,1,1,6730,dramatismo,,2.263,False,
dilettante,1,1,6241,óptica dilettante,,2.263,False,
equilibrado,1,1,5850,estilo equilibrado,,2.263,False,
pictorico,1,1,7377,arte pictórica,,2.263,False,
acercamiento,1,1,7504,efecto de acercamiento,,2.263,False,
tribal,1,1,7507,memoria tribal,,2.263,False,
dialectismo,1,1,7505,dialectismo,,2.263,False,
paranarrativo,1,1,7506,paranarrativo,,2.263,False,
intir,2,1,4909,diarios íntimos; papeles íntimos,,4.461,False,
antropomorfico,1,1,4833,antropomórfico,,2.263,False,
antropocentrismo,1,1,4832,antropocentrismo católico,,2.263,False,
oreja,1,1,7450,pabellón de la oreja,,4.461,False,
nimbo,1,1,7449,nimbo,,4.461,False,
tipaje,1,1,6690,tipaje eisensteniano,,2.263,False,
eisensteniano,1,1,6688,tipaje eisensteniano,,2.263,False,
compaginacion,1,1,7444,compaginación,,2.263,False,
resena,1,1,7447,crítica de la reseña,,2.263,False,
hermeneutica,1,1,5028,hermenéuticas,,2.263,False,
refran,1,1,6158,refranes,,2.263,False,
topografica,1,1,6159,figuras topográficas,,2.263,False,
maqueta,1,1,6758,maqueta,,2.263,False,
telon,1,1,6761,telón pintado,,2.263,False,
pintado,1,1,6759,telón pintado,,2.263,False,
senuelo,1,1,6760,señuelo,,2.263,False,
anarquista,1,1,5767,anarquista,,2.263,False,
